,Date,GS,^GSPC,moving_avg_20,moving_avg_50
209,2021-07-28,374.2300109863281,4400.64013671875,371.5324996948242,371.1483996582031
210,2021-07-29,377.5499877929688,4419.14990234375,371.4334991455078,371.40819946289065
211,2021-07-30,374.8800048828125,4395.259765625,371.42799987792966,371.73819946289063
212,2021-08-02,378.1900024414063,4387.16015625,371.6294998168945,372.1063995361328
213,2021-08-03,380.3599853515625,4423.14990234375,372.15449981689454,372.3883990478516
214,2021-08-04,377.8599853515625,4402.66015625,372.66399841308595,372.57979858398437
215,2021-08-05,384.2999877929688,4429.10009765625,373.93199768066404,372.97559814453126
216,2021-08-06,397.8900146484375,4436.52001953125,375.2384979248047,373.5853985595703
217,2021-08-09,399.8800048828125,4432.35009765625,376.20749816894534,374.1555987548828
218,2021-08-10,407.9700012207031,4436.75,377.80699768066404,374.8745989990234
219,2021-08-11,413.8900146484375,4442.41015625,379.78149871826173,375.50359924316405
220,2021-08-12,415.0,4460.830078125,381.86399841308594,376.1347991943359
221,2021-08-13,410.7799987792969,4468.0,384.16299896240236,376.5759991455078
222,2021-08-16,408.3500061035156,4472.93994140625,386.844499206543,376.9139990234375
223,2021-08-17,404.9700012207031,4448.080078125,388.85499877929686,377.25019897460936
224,2021-08-18,398.7999877929688,4400.27001953125,390.1199981689453,377.5321984863281
225,2021-08-19,393.5700073242188,4405.7998046875,391.16299896240236,377.74799865722656
226,2021-08-20,395.8699951171875,4441.669921875,392.2539993286133,378.1865985107422
227,2021-08-23,401.45001220703125,4479.52978515625,393.5315002441406,378.65459899902345
228,2021-08-24,408.55999755859375,4486.22998046875,395.2175003051758,379.3673986816406
229,2021-08-25,413.1199951171875,4496.18994140625,397.16199951171876,380.203798828125
230,2021-08-26,412.4100036621094,4470.0,398.9050003051758,381.03199890136716
231,2021-08-27,419.6900024414063,4509.3701171875,401.14550018310547,382.1957989501953
232,2021-08-30,413.6000061035156,4528.7900390625,402.91600036621094,383.4911993408203
233,2021-08-31,413.510009765625,4522.68017578125,404.57350158691406,384.61059936523435
234,2021-09-01,413.6600036621094,4524.08984375,406.3635025024414,385.73319946289064
235,2021-09-02,414.5,4536.9501953125,407.87350311279295,386.80219970703126
236,2021-09-03,411.30999755859375,4535.43017578125,408.5445022583008,387.6533996582031
237,2021-09-07,410.3200073242188,4520.02978515625,409.0665023803711,388.4844000244141
238,2021-09-08,405.0,4514.06982421875,408.9180023193359,389.2102001953125
239,2021-09-09,404.5799865722656,4493.27978515625,408.45250091552737,389.8494000244141
240,2021-09-10,403.4800109863281,4458.580078125,407.8765014648437,390.3284002685547
241,2021-09-13,409.260009765625,4468.72998046875,407.80050201416014,391.0138006591797
242,2021-09-14,403.6900024414063,4443.0498046875,407.5675018310547,391.6044006347656
243,2021-09-15,401.95001220703125,4480.7001953125,407.41650238037107,392.246201171875
244,2021-09-16,396.67999267578125,4473.75,407.31050262451174,392.82640075683594
245,2021-09-17,391.4599914550781,4432.990234375,407.2050018310547,393.4768005371094
246,2021-09-20,378.1300048828125,4357.72998046875,406.31800231933596,393.6042004394531
247,2021-09-21,375.8399963378906,4354.18994140625,405.0375015258789,393.51100036621096
248,2021-09-22,385.4700012207031,4395.64013671875,403.88300170898435,393.70080017089845
249,2021-09-23,391.8599853515625,4448.97998046875,402.82000122070315,394.05
250,2021-09-24,390.8500061035156,4455.47998046875,401.74200134277345,394.4
251,2021-09-27,399.80999755859375,4443.10986328125,400.7480010986328,395.1002001953125
